Trial,Coherence,Noah Responses,Corey Responses,Jack Responses,Andrea Responses,Emily Responses
2,-0.35,-0.851945080092,-0.307388663968,0.0558270676692,-0.684868421053,-0.405
2,-0.35,-0.791361556064,-0.333400809717,0.0550751879699,-0.824561403509,-0.450526315789
2,-0.35,-0.711784897025,-0.372773279352,0.0347744360902,-0.848026315789,-0.488684210526
2,-0.35,-0.609897025172,-0.39979757085,-0.0182330827068,-0.856140350877,-0.51
2,-0.35,-0.445251716247,-0.425607287449,-0.0699248120301,-0.867105263158,-0.526315789474
2,-0.35,-0.129290617849,-0.438663967611,-0.0919172932331,-0.427631578947,-0.539473684211
2,-0.35,0.0389588100686,-0.46983805668,-0.132894736842,-1.85037170771e-17,-0.590526315789
2,-0.35,0.115160183066,-0.511740890688,-0.213721804511,-0.055701754386,-0.639736842105
2,-0.35,0.13266590389,-0.572570850202,-0.253007518797,-0.281798245614,-0.675526315789
2,-0.35,-0.0132723112128,-0.607692307692,-0.312406015038,-0.481140350877,-0.698421052632
2,-0.35,-0.125457665904,-0.629149797571,-0.337593984962,-0.563596491228,-0.715789473684
3,-0.35,-0.189645308924,-0.651821862348,-0.358270676692,-0.621271929825,-0.725
3,-0.35,-0.25,-0.665587044534,-0.372180451128,-0.667324561404,-0.732631578947
3,-0.35,-0.299313501144,-0.646356275304,-0.400563909774,-0.701315789474,-0.740526315789
3,-0.35,-0.332780320366,-0.61487854251,-0.45469924812,-0.722368421053,-0.748421052632
3,-0.35,-0.367391304348,-0.334109311741,-0.480827067669,-0.739692982456,-0.755263157895
3,-0.35,-0.408638443936,-0.286842105263,-0.503007518797,-0.758552631579,-0.763157894737
3,-0.35,-0.444508009153,-0.271761133603,-0.520112781955,-0.795833333333,-0.756578947368
3,-0.35,-0.479347826087,-0.25475708502,-0.556578947368,-0.814473684211,-0.692631578947
3,-0.35,-0.521567505721,-0.230971659919,-0.578759398496,-0.8375,-0.611052631579
3,-0.35,-0.562185354691,-0.306376518219,-0.611090225564,-0.855921052632,-0.540789473684
3,-0.35,-0.600343249428,-0.420850202429,-0.654511278195,-0.878289473684,-0.483684210526
3,-0.35,-0.636899313501,-0.519736842105,-0.725751879699,-0.936622807018,-0.449473684211
3,-0.35,-0.672597254005,-0.591093117409,-0.769360902256,-0.960307017544,-0.426578947368
3,-0.35,-0.715446224256,-0.615789473684,-0.812406015038,-0.985526315789,-0.410526315789
3,-0.35,-0.753489702517,-0.626315789474,-0.545112781955,-0.980043859649,-0.394473684211
3,-0.35,-0.793306636156,-0.643522267206,-0.284210526316,-0.93048245614,-0.381578947368
3,-0.35,-0.838100686499,-0.661842105263,-0.422556390977,-0.877412280702,-0.363947368421
3,-0.35,-0.888958810069,-0.680060728745,-0.516353383459,-0.822149122807,-0.349210526316
3,-0.35,-0.92671624714,-0.700101214575,-0.562593984962,-0.778947368421,-0.334473684211
3,-0.35,-0.965675057208,-0.719129554656,-0.471616541353,-0.746929824561,-0.312894736842
3,-0.35,-0.994679633867,-0.743117408907,-0.368984962406,-0.728289473684,-0.292105263158
3,-0.35,-0.986041189931,-0.777226720648,-0.323684210526,-0.704385964912,-0.271315789474
3,-0.35,-0.967219679634,-0.828744939271,-0.235526315789,-0.674561403509,-0.250526315789
3,-0.35,-0.965102974828,-0.851923076923,-0.158646616541,-0.630043859649,-0.238421052632
3,-0.35,-0.95114416476,-0.828441295547,-0.123308270677,-0.567105263158,-0.222631578947
3,-0.35,-0.917448512586,-0.837550607287,-0.0558270676692,-0.498464912281,-0.207631578947
3,-0.35,-0.883066361556,-0.825303643725,-0.0227443609023,-0.436403508772,-0.194210526316
3,-0.35,-0.839588100686,-0.841700404858,-0.0146616541353,-0.381359649123,-0.175789473684
3,-0.35,-0.798455377574,-0.866497975709,-0.0507518796992,-0.35,-0.162631578947
3,-0.35,-0.76676201373,-0.888360323887,-0.100939849624,-0.302412280702,-0.152894736842
3,-0.35,-0.735526315789,-0.891700404858,-0.174248120301,-0.234868421053,-0.141052631579
3,-0.35,-0.703318077803,-0.824696356275,-0.29454887218,-0.192105263158,-0.115526315789
3,-0.35,-0.672368421053,-0.772874493927,-0.37969924812,-0.177412280702,-0.0894736842105
3,-0.35,-0.672482837529,-0.618927125506,-0.433834586466,-0.169078947368,-0.0681578947368
3,-0.35,-0.718821510297,-0.497469635628,-0.482894736842,-0.158552631579,-0.055
3,-0.35,-0.752974828375,-0.355668016194,-0.510338345865,-0.149122807018,-0.0221052631579
3,-0.35,-0.788501144165,-0.174291497976,-0.532142857143,-0.14100877193,0.01
3,-0.35,-0.825,-0.0491902834008,-0.550751879699,-0.116885964912,0.0344736842105
3,-0.35,-0.847311212815,0.0485829959514,-0.571240601504,-0.0991228070175,0.0578947368421
3,-0.35,-0.780434782609,0.151012145749,-0.592857142857,-0.0890350877193,0.0778947368421
3,-0.35,-0.723798627002,0.194736842105,-0.617293233083,-0.0686403508772,0.0994736842105
3,-0.35,-0.681464530892,0.148886639676,-0.643421052632,-0.043201754386,0.120526315789
3,0.0,-0.625686498856,0.0981781376518,-0.700563909774,-0.0285087719298,0.154473684211
3,0.05,-0.561670480549,0.0455465587045,-0.757706766917,-0.00855263157895,0.169210526316
3,0.0,-0.442791762014,0.0130566801619,-0.82969924812,0.0127192982456,0.192894736842
3,0.05,-0.317105263158,-0.0225708502024,-0.849060150376,0.0618421052632,0.212631578947
3,0.0,-0.216819221968,-0.00182186234818,-0.825939849624,0.150657894737,0.231315789474
3,0.05,-0.142734553776,0.031983805668,-0.649248120301,0.241228070175,0.253684210526
3,0.15,-0.118707093822,0.0591093117409,-0.465413533835,0.308114035088,0.281052631579
3,0.25,-0.156979405034,0.0874493927126,-0.403947368421,0.361184210526,0.308421052632
3,0.15,-0.0864416475973,0.0988866396761,-0.363909774436,0.4,0.332631578947
3,0.05,-0.0389016018307,0.0358299595142,-0.306578947368,0.441447368421,0.368157894737
3,0.05,0.037299771167,-0.00263157894737,-0.267105263158,0.481140350877,0.396842105263
3,0.05,0.0883867276888,-0.0366396761134,-0.237593984962,0.521271929825,0.419736842105
3,0.05,0.125915331808,-0.0665991902834,-0.213157894737,0.561622807018,0.441052631579
3,0.05,0.172025171625,-0.0948380566802,-0.136466165414,0.590789473684,0.458157894737
3,0.05,0.13209382151,-0.086032388664,-0.0825187969925,0.633333333333,0.469210526316
3,0.05,0.0237414187643,-0.0654858299595,-0.037030075188,0.676754385965,0.435789473684
3,0.05,-0.0608123569794,-0.0232793522267,0.0191729323308,0.723903508772,0.309210526316
3,0.05,-0.146853546911,-0.0264170040486,0.0522556390977,0.781359649123,0.229473684211
4,0.05,-0.185183066362,0.00374493927126,0.116165413534,0.836622807018,0.188684210526
4,0.05,-0.1676201373,0.073987854251,0.173120300752,0.870614035088,0.161842105263
4,0.05,-0.0879290617849,0.134615384615,0.226691729323,0.889035087719,0.147631578947
4,0.05,-0.0487414187643,0.198380566802,0.275187969925,0.906578947368,0.135263157895
4,0.05,-9.65411325761e-18,0.242004048583,0.339097744361,0.92850877193,0.116842105263
4,0.05,0.0443935926773,0.275607287449,0.366353383459,0.996710526316,0.102105263158
4,0.05,0.0803203661327,0.296153846154,0.381015037594,1.01973684211,0.0921052631579
4,0.05,0.111842105263,0.318421052632,0.401503759398,1.01951754386,0.0789473684211
4,0.05,0.145594965675,0.338157894737,0.432142857143,1.00526315789,0.0639473684211
4,0.05,0.141361556064,0.360728744939,0.423872180451,0.976315789474,0.0581578947368
4,0.05,0.100972540046,0.383502024291,0.309962406015,0.934429824561,0.0728947368421
4,0.05,0.0619565217391,0.395546558704,0.203383458647,0.90350877193,0.104210526316
4,0.05,0.0816361556064,0.416497975709,0.14962406015,0.86951754386,0.138157894737
4,0.05,0.128089244851,0.433805668016,0.12969924812,0.840570175439,0.166578947368
4,0.05,0.165389016018,0.456174089069,0.106015037594,0.82149122807,0.196315789474
4,0.05,0.210869565217,0.477631578947,0.0783834586466,0.804605263158,0.225526315789
4,0.05,0.262242562929,0.496761133603,0.0633458646617,0.786184210526,0.262105263158
4,0.05,0.305434782609,0.556477732794,0.0488721804511,0.776973684211,0.289473684211
4,0.05,0.341647597254,0.541902834008,-0.00093984962406,0.389254385965,0.325
4,0.05,0.384038901602,0.480060728745,-0.351127819549,0.0456140350877,0.347894736842
4,0.05,0.477173913043,0.414777327935,-0.792105263158,0.0927631578947,0.367894736842
4,0.05,0.511556064073,0.38491902834,-1.0,0.142324561404,0.381842105263
4,0.05,0.569107551487,0.345951417004,-1.0,0.176535087719,0.394210526316
4,0.05,0.389473684211,0.310020242915,-1.0,0.197807017544,0.406052631579
4,0.05,0.0613844393593,0.281578947368,-1.0,0.211842105263,0.420789473684
4,0.05,-0.223398169336,0.26012145749,-1.0,0.211842105263,0.426315789474
4,0.05,-0.00589244851259,0.241801619433,-0.882706766917,0.185964912281,0.433684210526
4,0.05,0.130835240275,0.217206477733,0.121052631579,0.157894736842,0.441842105263
4,0.05,0.231064073227,0.193724696356,0.722932330827,0.140570175439,0.452368421053
4,0.05,0.272597254005,0.151417004049,0.575187969925,0.127850877193,0.460263157895
4,0.05,0.306979405034,0.11487854251,0.411842105263,0.114254385965,0.469473684211
4,0.05,0.34799771167,0.0712550607287,0.254135338346,0.104605263158,0.478157894737
4,0.05,0.389073226545,0.0394736842105,-0.0637218045113,0.0967105263158,0.487631578947
4,0.05,0.419736842105,0.0085020242915,-0.193045112782,0.0888157894737,0.5
4,0.05,0.45143020595,-0.0300607287449,-0.145864661654,0.081798245614,0.51
4,0.05,0.484267734554,-0.104352226721,-0.0751879699248,0.0734649122807,0.518421052632
4,0.05,0.517677345538,-0.198279352227,-0.021992481203,0.0622807017544,0.513684210526
4,0.05,0.548684210526,-0.238765182186,-0.0234962406015,0.0513157894737,0.433684210526
4,0.05,0.578947368421,-0.268016194332,-0.059022556391,0.0451754385965,0.348421052632
4,0.05,0.609267734554,-0.286538461538,-0.0671052631579,0.0592105263158,0.285789473684
4,0.05,0.639130434783,-0.31467611336,-0.0682330827068,0.0710526315789,0.244473684211
4,0.05,0.668421052632,-0.512955465587,-0.034022556391,0.0796052631579,0.220526315789
4,0.05,0.700915331808,-0.491700404858,-0.0321428571429,0.105043859649,0.204473684211
4,0.05,0.734782608696,-0.283097165992,-0.0244360902256,0.147149122807,0.186842105263
4,0.05,0.763272311213,-0.174190283401,-0.0210526315789,0.19100877193,0.170263157895
4,0.05,0.746052631579,-0.143016194332,-0.0186090225564,0.212719298246,0.147105263158
4,0.05,0.707894736842,-0.11467611336,-0.0015037593985,0.234210526316,0.13
4,0.05,0.603546910755,-0.0890688259109,0.0315789473684,0.251754385965,0.113157894737
4,0.05,0.475743707094,-0.0682186234818,0.0473684210526,0.255921052632,0.0884210526316
4,0.05,0.346967963387,-0.0693319838057,0.0471804511278,0.167324561404,0.0631578947368
4,0.05,0.175228832952,-0.130465587045,0.0733082706767,0.0879385964912,0.0447368421053
4,0.05,0.0236842105263,-0.116194331984,0.128383458647,0.0524122807018,0.0347368421053
4,0.05,-0.0393592677346,-0.0897773279352,0.174436090226,0.0473684210526,0.0484210526316
4,0.05,-0.070881006865,-0.0551619433198,0.214285714286,0.0756578947368,0.107894736842
4,0.05,-0.102173913043,-0.0296558704453,0.263345864662,0.125877192982,0.146578947368
4,0.05,-0.133638443936,-0.00921052631579,0.303759398496,0.162280701754,0.173684210526
4,0.05,-0.128718535469,0.0178137651822,0.324060150376,0.18201754386,0.201578947368
4,0.05,-0.0811212814645,0.02995951417,0.362969924812,0.205921052632,0.222894736842
4,0.05,-0.00961098398169,0.00485829959514,0.449248120301,0.238157894737,0.247894736842
4,0.05,0.0645308924485,-0.0251012145749,0.536842105263,0.273026315789,0.276315789474
5,0.05,0.114588100686,-0.0527327935223,0.582330827068,0.289473684211,0.311578947368
5,0.05,0.147196796339,-0.0742914979757,0.599436090226,0.303728070175,0.346578947368
5,0.05,0.178432494279,-0.0876518218623,0.607706766917,0.317763157895,0.384736842105
5,-0.15,0.20938215103,-0.068016194332,0.623308270677,0.334429824561,0.413947368421
5,-0.05,0.238844393593,-0.0787449392713,0.637593984962,0.354824561404,0.439210526316
5,0.0,0.230663615561,-0.112550607287,0.650563909774,0.371929824561,0.462631578947
5,0.05,0.183924485126,-0.158198380567,0.669172932331,0.402412280702,0.485263157895
5,0.0,0.125,-0.24028340081,0.693233082707,0.427850877193,0.491052631579
5,-0.05,0.062643020595,-0.314068825911,0.701691729323,0.450219298246,0.499736842105
5,0.0,-0.0117848970252,-0.404858299595,0.673684210526,0.467543859649,0.506052631579
5,0.05,-0.0533180778032,-0.463765182186,0.652443609023,0.478728070175,0.513157894737
5,0.15,-0.09147597254,-0.431680161943,0.627631578947,0.4875,0.520789473684
5,0.05,-0.135297482838,-0.352732793522,0.613157894737,0.495394736842,0.528947368421
5,0.05,-0.0798054919908,-0.277530364372,0.600187969925,0.50350877193,0.546578947368
5,0.05,0.141990846682,-0.211639676113,0.565413533835,0.512280701754,0.630526315789
5,0.05,0.22671624714,-0.172570850202,0.540413533835,0.523245614035,0.806315789474
5,0.05,0.274199084668,-0.150910931174,0.515413533835,0.535087719298,0.992631578947
5,0.05,0.316018306636,-0.131680161943,0.474060150376,0.544298245614,1.01973684211
5,0.05,0.356464530892,-0.1004048583,0.423496240602,0.556359649123,1.01973684211
5,0.05,0.340961098398,-0.0658906882591,0.366729323308,0.568640350877,1.01973684211
5,0.05,0.284839816934,-0.0427125506073,0.3,0.578289473684,0.953684210526
5,0.05,0.153947368421,-0.022975708502,0.246616541353,0.586184210526,0.829736842105
5,0.05,0.0398741418764,0.000202429149798,0.217669172932,0.594736842105,0.801315789474
5,0.05,-0.0893020594966,0.011032388664,0.195112781955,0.59100877193,0.829473684211
5,0.05,-0.19004576659,-0.0160931174089,0.165413533835,0.577850877193,0.919473684211
5,0.05,-0.212013729977,-0.0269230769231,0.146992481203,0.472587719298,0.983157894737
5,0.05,-0.135755148741,-0.00779352226721,0.119360902256,0.0401315789474,0.907368421053
5,0.05,-0.0395881006865,0.0143724696356,0.0994360902256,-0.282894736842,0.818947368421
5,0.05,0.10200228833,0.0192307692308,0.0646616541353,-0.337280701754,0.761315789474
5,0.05,0.173169336384,0.000101214574899,0.0473684210526,-0.369956140351,0.711052631579
5,0.05,0.205491990847,-0.0287449392713,0.0276315789474,-0.426754385965,0.68
5,0.05,0.235755148741,-0.055971659919,0.0731203007519,-0.466228070175,0.662368421053
5,0.05,0.245938215103,-0.0817813765182,0.149812030075,-0.498464912281,0.562631578947
5,0.05,0.150743707094,-0.101720647773,0.179135338346,-0.535745614035,0.443947368421
5,0.05,0.054004576659,-0.0815789473684,0.231203007519,-0.552850877193,0.411578947368
5,0.05,-0.0132723112128,-0.00981781376518,0.290413533835,-0.569078947368,0.401315789474
5,0.05,-0.0573226544622,0.0546558704453,0.313157894737,-0.598245614035,0.414473684211
5,0.05,-0.0891304347826,0.10020242915,0.341353383459,-0.620394736842,0.457105263158
5,0.05,-0.0596681922197,0.131578947368,0.39454887218,-0.649780701754,0.476052631579
5,0.05,-0.0279176201373,0.228744939271,0.433270676692,-0.679166666667,0.459210526316
5,0.05,-0.0592105263158,0.330263157895,0.466165413534,-0.708771929825,0.408947368421
5,0.05,-0.09147597254,0.348076923077,0.510526315789,-0.735087719298,0.357368421053
5,0.05,-0.122482837529,0.361032388664,0.553195488722,-0.753728070175,0.305263157895
5,0.05,-0.191018306636,0.369230769231,0.570488721805,-0.764912280702,0.260789473684
5,0.05,-0.257780320366,0.388866396761,0.589661654135,-0.799122807018,0.238421052632
5,0.05,-0.329977116705,0.444736842105,0.603007518797,-0.852192982456,0.23
5,0.05,-0.375629290618,0.477631578947,0.614097744361,-0.877631578947,0.240789473684
5,0.05,-0.366018306636,0.493016194332,0.623684210526,-0.896271929825,0.259210526316
5,0.05,-0.156464530892,0.473178137652,0.610338345865,-0.912719298246,0.278421052632
5,0.05,0.0272311212815,0.422469635628,0.585526315789,-0.921710526316,0.283157894737
5,0.05,0.0933638443936,0.332793522267,0.567105263158,-0.931140350877,0.263947368421
5,0.05,0.165217391304,0.222773279352,0.548496240602,-0.954824561404,0.243947368421
5,0.05,0.285011441648,0.183704453441,0.522932330827,-0.976754385965,0.228421052632
5,0.05,0.307608695652,0.102631578947,0.463345864662,-0.987719298246,0.213157894737
5,0.05,0.0738558352403,0.0404858299595,0.426127819549,-0.983771929825,0.194736842105
5,0.05,-0.0755720823799,-0.107186234818,0.379135338346,-0.964035087719,0.178947368421
5,0.05,-0.15143020595,-0.207894736842,0.335338345865,-0.946929824561,0.165789473684
5,0.05,-0.191876430206,-0.321558704453,0.29492481203,-0.930701754386,0.151842105263
5,0.05,-0.243535469108,-0.415587044534,0.253195488722,-0.917763157895,0.136842105263
5,0.05,-0.289473684211,-0.450910931174,0.221052631579,-0.909210526316,0.123684210526
6,0.05,-0.245537757437,-0.486336032389,0.197368421053,-0.897149122807,0.110263157895
6,0.05,-0.125343249428,-0.503441295547,0.143984962406,-0.880921052632,0.0976315789474
6,0.05,-0.0438787185355,-0.246255060729,0.118984962406,-0.866447368421,0.0839473684211
6,0.05,0.133638443936,-0.0752024291498,0.0812030075188,-0.852412280702,0.0681578947368
6,0.05,0.407036613272,-0.0205465587045,0.0682330827068,-0.834868421053,0.0510526315789
6,0.05,0.471567505721,-0.022975708502,0.211654135338,-0.820175438596,0.0389473684211
6,0.05,0.379748283753,0.0482793522267,0.381766917293,-0.805263157895,0.0281578947368
6,0.05,0.252116704805,0.118218623482,0.418984962406,-0.794736842105,0.0152631578947
6,0.05,0.189302059497,0.22955465587,0.462218045113,-0.774780701754,0.00236842105263
6,0.05,0.104061784897,0.362651821862,0.554323308271,-0.753947368421,-0.03
6,0.05,0.00200228832952,0.430566801619,0.598120300752,-0.739035087719,-0.0492105263158
6,0.05,-0.107265446224,0.455465587045,0.610526315789,-0.727631578947,-0.0560526315789
6,0.05,-0.16847826087,0.495647773279,0.629323308271,-0.720175438596,-0.0507894736842
6,0.05,-0.215846681922,0.531376518219,0.647556390977,-0.712719298246,-0.0407894736842
